request_number,timestamp,latency_ms,success,prediction,error
1,2025-11-11T10:05:30.739550,62.88,True,FAKE,
2,2025-11-11T10:05:30.790318,50.69,True,FAKE,
3,2025-11-11T10:05:30.834373,43.99,True,FAKE,
4,2025-11-11T10:05:30.879821,45.36,True,FAKE,
5,2025-11-11T10:05:30.930213,50.24,True,FAKE,
6,2025-11-11T10:05:30.977781,47.32,True,FAKE,
7,2025-11-11T10:05:31.028353,50.37,True,FAKE,
8,2025-11-11T10:05:31.076383,47.78,True,FAKE,
9,2025-11-11T10:05:31.132987,56.34,True,FAKE,
10,2025-11-11T10:05:31.180327,47.02,True,FAKE,
11,2025-11-11T10:05:31.230264,49.70,True,FAKE,
12,2025-11-11T10:05:31.280338,49.90,True,FAKE,
13,2025-11-11T10:05:31.324390,43.85,True,FAKE,
14,2025-11-11T10:05:31.374220,49.59,True,FAKE,
15,2025-11-11T10:05:31.416767,42.30,True,FAKE,
16,2025-11-11T10:05:31.470457,53.43,True,FAKE,
17,2025-11-11T10:05:31.520146,49.50,True,FAKE,
18,2025-11-11T10:05:31.571213,50.83,True,FAKE,
19,2025-11-11T10:05:31.620329,48.93,True,FAKE,
20,2025-11-11T10:05:31.670546,50.02,True,FAKE,
21,2025-11-11T10:05:31.722594,51.85,True,FAKE,
22,2025-11-11T10:05:31.770290,47.53,True,FAKE,
23,2025-11-11T10:05:31.817868,47.39,True,FAKE,
24,2025-11-11T10:05:31.868508,50.53,True,FAKE,
25,2025-11-11T10:05:31.922945,54.15,True,FAKE,
26,2025-11-11T10:05:31.972471,49.38,True,FAKE,
27,2025-11-11T10:05:32.022679,50.11,True,FAKE,
28,2025-11-11T10:05:32.075425,52.62,True,FAKE,
29,2025-11-11T10:05:32.125505,49.90,True,FAKE,
30,2025-11-11T10:05:32.172450,46.75,True,FAKE,
31,2025-11-11T10:05:32.220062,47.32,True,FAKE,
32,2025-11-11T10:05:32.269840,49.60,True,FAKE,
33,2025-11-11T10:05:32.322300,52.29,True,FAKE,
34,2025-11-11T10:05:32.374532,52.06,True,FAKE,
35,2025-11-11T10:05:32.424120,49.39,True,FAKE,
36,2025-11-11T10:05:32.480212,55.88,True,FAKE,
37,2025-11-11T10:05:32.536281,55.89,True,FAKE,
38,2025-11-11T10:05:32.584454,47.98,True,FAKE,
39,2025-11-11T10:05:32.633049,48.34,True,FAKE,
40,2025-11-11T10:05:32.686600,52.97,True,FAKE,
41,2025-11-11T10:05:32.736545,49.73,True,FAKE,
42,2025-11-11T10:05:32.784649,47.87,True,FAKE,
43,2025-11-11T10:05:32.833295,48.38,True,FAKE,
44,2025-11-11T10:05:32.880628,47.02,True,FAKE,
45,2025-11-11T10:05:32.928532,47.71,True,FAKE,
46,2025-11-11T10:05:32.976325,47.56,True,FAKE,
47,2025-11-11T10:05:33.026197,49.58,True,FAKE,
48,2025-11-11T10:05:33.077245,50.80,True,FAKE,
49,2025-11-11T10:05:33.126672,49.17,True,FAKE,
50,2025-11-11T10:05:33.176436,49.51,True,FAKE,
51,2025-11-11T10:05:33.218597,41.89,True,FAKE,
52,2025-11-11T10:05:33.266056,47.14,True,FAKE,
53,2025-11-11T10:05:33.315045,48.75,True,FAKE,
54,2025-11-11T10:05:33.362669,47.45,True,FAKE,
55,2025-11-11T10:05:33.410125,47.26,True,FAKE,
56,2025-11-11T10:05:33.470285,60.04,True,FAKE,
57,2025-11-11T10:05:33.522236,51.84,True,FAKE,
58,2025-11-11T10:05:33.575980,53.63,True,FAKE,
59,2025-11-11T10:05:33.623541,47.43,True,FAKE,
60,2025-11-11T10:05:33.670432,46.79,True,FAKE,
61,2025-11-11T10:05:33.720270,49.71,True,FAKE,
62,2025-11-11T10:05:33.767445,47.00,True,FAKE,
63,2025-11-11T10:05:33.816615,48.92,True,FAKE,
64,2025-11-11T10:05:33.863969,47.07,True,FAKE,
65,2025-11-11T10:05:33.912251,48.09,True,FAKE,
66,2025-11-11T10:05:33.960221,47.85,True,FAKE,
67,2025-11-11T10:05:34.009697,49.30,True,FAKE,
68,2025-11-11T10:05:34.057783,47.93,True,FAKE,
69,2025-11-11T10:05:34.108252,50.35,True,FAKE,
70,2025-11-11T10:05:34.155657,47.32,True,FAKE,
71,2025-11-11T10:05:34.203819,48.07,True,FAKE,
72,2025-11-11T10:05:34.252154,48.25,True,FAKE,
73,2025-11-11T10:05:34.299360,47.09,True,FAKE,
74,2025-11-11T10:05:34.349686,50.19,True,FAKE,
75,2025-11-11T10:05:34.399239,49.48,True,FAKE,
76,2025-11-11T10:05:34.447558,48.22,True,FAKE,
77,2025-11-11T10:05:34.500957,53.27,True,FAKE,
78,2025-11-11T10:05:34.556432,55.11,True,FAKE,
79,2025-11-11T10:05:34.608534,51.91,True,FAKE,
80,2025-11-11T10:05:34.656416,47.73,True,FAKE,
81,2025-11-11T10:05:34.708682,52.02,True,FAKE,
82,2025-11-11T10:05:34.758251,49.35,True,FAKE,
83,2025-11-11T10:05:34.808939,50.41,True,FAKE,
84,2025-11-11T10:05:34.868337,58.99,True,FAKE,
85,2025-11-11T10:05:34.916344,47.48,True,FAKE,
86,2025-11-11T10:05:34.966443,49.80,True,FAKE,
87,2025-11-11T10:05:35.014336,47.62,True,FAKE,
88,2025-11-11T10:05:35.064064,49.61,True,FAKE,
89,2025-11-11T10:05:35.112618,48.39,True,FAKE,
90,2025-11-11T10:05:35.158483,45.70,True,FAKE,
91,2025-11-11T10:05:35.208428,49.74,True,FAKE,
92,2025-11-11T10:05:35.258347,49.75,True,FAKE,
93,2025-11-11T10:05:35.352136,91.90,True,FAKE,
94,2025-11-11T10:05:35.402313,50.10,True,FAKE,
95,2025-11-11T10:05:35.452434,49.77,True,FAKE,
96,2025-11-11T10:05:35.502177,49.59,True,FAKE,
97,2025-11-11T10:05:35.551952,49.68,True,FAKE,
98,2025-11-11T10:05:35.600507,48.39,True,FAKE,
99,2025-11-11T10:05:35.656238,55.52,True,FAKE,
100,2025-11-11T10:05:35.700835,44.36,True,FAKE,
